Account_ID,accountCategoryCode,customerTypeCode,industryCode,primaryContactId,accountNumber,name,revenue,stateCode,account_start_dt,Account_end_dt
383,Savings Account,Companies,5,6031,FR83 0551 3177 15FS U5FK CJHX S96,Gerik Astupenas,18594,active,12/28/2017,5/3/2026
525,Checking Account,Companies,6,6053,GR58 6778 6280 2QUX SBRW SJVI BMZ,Neely Corkell,945633,inactive,6/26/2015,6/3/2023
475,Savings Account,Trusts,5,6079,LB79 6679 00IS 45FG XXR8 QHGZ PYC6,Gene Holson,64406,inactive,6/23/2016,6/22/2026
180,Checking Account,Limited Liability,9,6088,MR96 1051 1383 9664 5613 8211 811,Shalne Kubik,316462,active,6/8/2015,1/20/2025
731,Savings Account,Companies,6,6065,FO37 1222 8956 4903 06,Daloris Liepmann,39117,active,1/12/2015,10/12/2025
562,Savings Account,Limited Liability,4,6026,SA06 284T ZUHG BVO2 JZ9N CV5H,Webster Oxborough,542656,active,9/1/2017,12/18/2025
5,CID,Clubs and Associations,5,6087,KW03 SEIF G4H0 GUK7 MSQS Z4KR RM8S CD,Ailis Raggitt,977461,active,6/16/2020,1/4/2026
349,Savings Account,Trusts,6,6025,BH17 NZTE PRY2 TAW2 UTNS TU,Catarina Rose,891665,active,10/1/2018,1/3/2022
344,CID,Companies,4,6088,CY25 0928 4021 NJCQ 9IVS H7LC LI9L,Adan Hanselmann,95108,active,2/8/2019,11/6/2023
410,CID,Limited Liability,9,6072,LB84 2352 IC0O V8ON OQB8 LW1B 4MED,Austin Older,468393,active,10/3/2018,12/24/2023
726,Savings Account,Partnership Firms,4,6082,SA50 32NF MOXE 75VA 3WXT 4R43,Moll Degue,930799,inactive,3/5/2017,1/1/2022
282,CID,Limited Liability,4,6049,GR92 6930 997B 8X2S RDRU NOA4 YBV,Rance Wingar,55991,active,9/10/2017,3/30/2022
715,Checking Account,Individuals Joint,8,6092,AZ24 PIDD SD82 TBBV B2LJ OYCP SA7A,Brendan Thorneloe,613317,inactive,1/22/2020,9/7/2027
179,Savings Account,Companies,9,6026,BR71 7871 2826 5489 6573 7527 047I 1,Karry Oppery,755137,active,11/3/2018,8/28/2023
368,CID,Individuals Joint,6,6057,NL57 HHPS 2905 7799 49,Myranda Adanet,752715,inactive,5/7/2015,11/29/2023
988,CID,Partnership Firms,6,6002,IE39 SKCJ 9456 2048 1131 81,Dasie Ricciardo,305414,active,3/21/2019,7/3/2024
942,Savings Account,Individuals Joint,4,6055,FR67 9368 2597 378O Q2H8 TF4V Q73,Genvieve Nardrup,742450,active,2/4/2017,7/10/2026
793,Checking Account,Trusts,5,6073,LI79 2311 6LNS DDR6 FIWO Z,Tedd Urch,635135,inactive,4/22/2015,2/4/2026
43,CID,Companies,5,6055,MT68 BSUU 0415 1OU3 GQ2M TZ48 GQCN QCQ,Dunn Troppmann,262058,inactive,2/28/2015,7/24/2027
982,CID,Clubs and Associations,4,6009,SA94 46YW VCNY 7XE6 WHSX IY2W,Claudia Fausch,733392,inactive,10/20/2017,6/23/2023
864,CID,Trusts,4,6038,FR42 5867 6659 874R EUA5 VHU1 137,Murray Crauford,742456,inactive,11/17/2016,1/2/2022
656,Savings Account,Limited Liability,8,6037,SE57 4048 5927 0522 0241 3711,Flinn Wollaston,332593,active,1/14/2019,10/26/2022
893,Checking Account,Partnership Firms,9,6019,TR27 2133 22LS SQXV IYSN OX4D XF,Warde Hoxey,588382,inactive,10/21/2020,4/13/2025
316,CID,Trusts,8,6037,BR11 0567 2512 7802 6649 9401 593Z A,Sanders Batchelder,,active,6/18/2017,4/19/2025
358,Savings Account,Limited Liability,4,6053,CZ19 2867 9435 5047 6359 2493,Dickie Caldecot,946916,active,9/22/2016,11/26/2022
960,Savings Account,Companies,5,6064,IL23 4482 5554 5512 2102 952,Misti Ketley,130813,active,3/2/2018,6/21/2027
781,CID,Individuals Joint,4,6024,PS58 ISIM 7FFG NXLT YMZH BCRV EHYJ N,Temple Gladdolph,495998,inactive,11/16/2020,10/3/2026
706,CID,Limited Liability,5,6022,FR23 6473 4953 85BN IFDE TVFM O89,Major Gledstane,467733,inactive,4/22/2016,3/26/2024
737,Savings Account,Individuals Joint,9,6084,MR81 9480 2772 5251 1370 8723 684,Adora Shenley,238467,active,3/29/2016,9/28/2022
106,CID,Partnership Firms,5,6046,KZ65 651O WY0R 4QFO WBJH,Dean Godspede,844169,inactive,12/5/2018,1/16/2023
909,Savings Account,Clubs and Associations,6,6097,CH60 7261 7HRQ 8ODO VEUK N,Fletcher Marchi,968648,active,5/22/2018,6/11/2022
488,Savings Account,Partnership Firms,8,6096,SA26 78QW RVOI 7ZKH 4F8J WG1X,Dulci Callister,853104,inactive,7/19/2020,10/30/2024
631,CID,Clubs and Associations,4,6038,SK88 9291 6041 9675 2442 2402,Randie Lamplugh,,active,3/13/2017,11/14/2027
114,CID,Trusts,8,6025,KW16 SLJX BYQL XPWO HELM IVAW DB6T OQ,Anabella Pow,13265,active,8/29/2020,5/17/2027
824,Savings Account,Companies,5,6076,BH45 TCFV 6CBH TNSF WTRF A8,Thorsten Beecker,,active,9/23/2019,7/20/2026
348,Checking Account,Partnership Firms,8,6076,FR10 7170 3192 7046 XZT8 OQ0F G96,Crawford Pettegree,10569,active,5/18/2017,6/13/2023
478,Checking Account,Companies,6,6051,AZ96 UPRZ TPCZ MOGQ MEOY VMVT 2KIV,Velvet Candy,590791,inactive,1/3/2017,7/24/2025
831,Checking Account,Companies,8,6010,GI24 BCEE OZQ6 TWMF EVIS 9JH,Kristin Lippiatt,,active,12/30/2016,6/18/2024
452,Savings Account,Trusts,8,6081,SI09 7652 1287 7164 122,Jilleen Gilffilland,506193,inactive,6/2/2017,8/2/2025
451,CID,Limited Liability,6,6042,ME67 0826 8321 1649 0305 07,Albertine Southcomb,820211,active,4/27/2020,7/31/2027
146,Checking Account,Limited Liability,8,6071,CZ63 2621 1820 4764 7689 8725,Ulla Whiston,845205,active,8/11/2019,9/18/2025
9,Checking Account,Individuals Joint,8,6019,SK27 1312 8733 7818 4744 8297,Drucill Ebanks,471379,inactive,1/24/2016,11/16/2022
700,Savings Account,Trusts,6,6076,SE57 8652 9968 8768 1857 5212,Field Minihane,,inactive,6/23/2015,6/17/2026
175,Checking Account,Companies,5,6098,FR81 8261 7967 49P1 YDNJ QMC3 S53,Marrilee Semrad,209632,inactive,12/6/2020,1/7/2026
938,Savings Account,Individuals Joint,8,6032,FR45 4586 0452 93NI 3ZBZ AKCJ 047,Cherin Goldman,270035,active,10/15/2015,1/6/2022
20,Savings Account,Clubs and Associations,8,6022,FR23 0382 2811 75UU JRVS XDWD A41,Giusto Fodden,481707,inactive,8/23/2015,1/30/2024
220,CID,Companies,5,6053,LV09 DMSM O1WN SEBH WVWJ 4,Dean Mariet,595354,active,10/23/2016,10/30/2027
831,Savings Account,Individuals Joint,8,6029,FR19 1748 3672 14VA XU69 SRJA D98,Farleigh Runnett,993464,active,9/10/2017,4/6/2023
195,CID,Limited Liability,6,6016,FO45 0630 8684 8996 73,Patsy Doman,192733,inactive,8/14/2016,10/1/2022
891,CID,Clubs and Associations,5,6087,BH50 IZTE TSEO NVUN UK5U IT,Helen Latek,810354,active,4/13/2017,8/16/2025
143,CID,Clubs and Associations,9,6047,FR27 6973 4989 39VK X27K AFKL E73,Skylar Sallter,758591,inactive,8/26/2019,10/23/2024
304,Savings Account,Clubs and Associations,9,6067,LV20 QMBJ POYM BKMG HHQI W,Benny Wann,660909,active,5/28/2019,1/21/2022
218,CID,Companies,5,6058,SM22 S382 4970 7739 VRPX VQP9 EYY,Donaugh Grigore,565331,active,4/9/2016,11/4/2025
604,Checking Account,Clubs and Associations,4,6023,LB66 1237 E8Z5 MWOR RMHM O6NG WXPP,Delly Cammacke,720869,inactive,6/21/2019,10/18/2022
497,Savings Account,Limited Liability,9,6079,GB98 FMVN 5144 8757 0443 55,Brandyn Surman-Wells,914383,active,8/29/2016,12/19/2021
759,CID,Clubs and Associations,9,6059,IE94 WKAM 2157 1718 9356 83,Robby Edmeads,868302,inactive,6/14/2020,7/2/2024
697,CID,Limited Liability,9,6012,FR27 9461 0694 07TP OFZY LFNG Z65,Cati Dunklee,148024,inactive,12/4/2020,5/6/2025
71,Checking Account,Limited Liability,9,6048,IE06 AQTM 4468 3006 4028 92,Dulcea Pratt,524353,active,7/6/2018,7/22/2026
993,Checking Account,Companies,5,6014,GE65 ML80 3944 4461 1636 62,Barrie Espada,714381,inactive,3/27/2016,1/5/2027
852,CID,Limited Liability,4,6013,GE02 KC27 4176 3913 3099 94,Somerset Harbottle,200171,inactive,4/6/2019,10/10/2023
548,CID,Limited Liability,8,6028,FR36 8238 7863 84GZ 9IO5 NDDG R11,Orsa Bretherick,,inactive,12/5/2018,1/31/2022
64,Savings Account,Trusts,4,6021,GE27 NP83 4339 1796 7973 83,Rosamund Drugan,720433,active,11/11/2020,5/6/2023
581,CID,Clubs and Associations,4,6038,MC70 8316 7818 26YW VLSU GRQ8 I15,Warde Satch,882904,inactive,1/10/2015,10/18/2023
283,Checking Account,Companies,6,6090,FR07 9177 9007 890T GQVC I62Z V93,Nicolis Potkins,,active,5/17/2015,9/10/2022
883,CID,Individuals Joint,8,6019,MK03 411B OHEI PKMV Z31,Shirleen Hoggin,187833,active,8/15/2016,8/29/2026
431,Checking Account,Companies,4,6063,FR10 0002 0162 68S4 RERR ENZF I14,Christabella Catherall,346273,inactive,1/10/2019,6/15/2027
145,Savings Account,Individuals Joint,4,6013,GR65 3977 985X VLZH KNOX IYKP FSO,Franklyn Vasyukhnov,920508,inactive,12/30/2019,12/7/2024
274,Checking Account,Trusts,9,6075,GE02 DW71 1110 0325 5074 98,Rodolfo Jindacek,907357,inactive,7/1/2016,4/7/2027
571,Savings Account,Clubs and Associations,6,6029,RO90 GKKW SYLM UV7E QILK QLZD,Lynette Gamage,455812,inactive,4/22/2016,5/10/2026
239,Checking Account,Clubs and Associations,9,6041,TR18 2185 9OKI W30E 8JBL P6YE 03,Nicky Gerardot,899910,inactive,12/21/2019,9/29/2027
568,Checking Account,Limited Liability,6,6073,FR57 3837 6942 89QP MXLR 4LBH L67,Oliver Smoughton,616779,active,10/9/2015,5/29/2023
592,CID,Clubs and Associations,4,6066,LB69 8332 EB8E 3T2W GWZ9 ORBK WJV3,Randee Easun,301323,inactive,9/30/2016,4/11/2022
286,Savings Account,Companies,4,6038,BA40 9086 1625 8336 2126,Dmitri Gero,335239,active,5/2/2015,6/26/2025
995,Checking Account,Limited Liability,9,6038,GL58 9937 8977 1536 03,Svend Symcock,972045,inactive,9/16/2019,7/8/2024
54,Checking Account,Trusts,4,6046,SK76 7816 2080 8103 4968 2411,Tracey Bendle,780938,inactive,4/7/2016,1/24/2023
800,Checking Account,Limited Liability,8,6071,PS71 UEMM DMHD A6QS 4GGE AWSR GGNG E,Kayley Larcombe,654159,active,3/28/2017,8/26/2026
65,Checking Account,Companies,9,6074,CH03 6799 74E3 RRNP ODJJ U,Tawnya Cabrales,579610,inactive,3/28/2018,8/19/2024
54,Checking Account,Clubs and Associations,6,6089,DO60 POVF 2474 3691 6404 3300 7120,Catha Doram,307668,active,6/30/2016,2/28/2026
963,Checking Account,Individuals Joint,9,6065,NO04 3005 0843 535,Pooh Crawcour,31975,inactive,10/2/2019,10/1/2024
830,Checking Account,Trusts,5,6042,FR19 3036 0894 08IK I74U N7KJ V04,Billy Muncey,113143,inactive,2/7/2016,7/17/2025
571,Savings Account,Companies,8,6048,FR86 0036 6494 01LF FGLN P72R M77,Wheeler Shouler,369557,active,10/1/2015,9/9/2023
266,CID,Individuals Joint,8,6059,GI64 UZUQ MOQS VBEF 44KI FM6,Baxter Hargate,883873,active,10/5/2018,10/29/2026
898,Checking Account,Companies,8,6050,ME43 0323 5235 0957 9466 54,Travus Fewings,830611,inactive,11/26/2020,4/1/2022
566,Savings Account,Limited Liability,6,6011,LT35 6683 5728 7943 1404,Sandi Clausen,884640,active,8/7/2020,9/1/2025
408,Checking Account,Individuals Joint,8,6065,RS06 8023 4939 1599 3210 36,Gwendolin Kenwright,89311,inactive,8/13/2017,5/27/2027
328,Savings Account,Individuals Joint,6,6051,MT93 MLZF 1299 1HPN TU6J PWUP 8PRF JMO,Nollie Cettell,260583,inactive,6/20/2015,4/28/2022
417,Checking Account,Individuals Joint,9,6050,AZ86 MNDL SIOO YSL7 9KWF NGXB GATE,Kienan Matussevich,443946,inactive,9/14/2015,10/11/2026
418,Savings Account,Clubs and Associations,5,6068,RO81 ZGSP BRML SMRF SUS7 FQ2C,Jamey Tree,414808,inactive,2/9/2017,12/8/2027
155,CID,Individuals Joint,4,6047,AT78 1905 4058 3988 7978,Suzie Palatini,615479,inactive,12/8/2015,9/20/2026
627,Checking Account,Partnership Firms,4,6066,LI67 4191 3EAU EYNN 5WSO H,Virgie Emmert,605141,inactive,7/22/2020,9/14/2024
54,Checking Account,Limited Liability,4,6036,MK91 065G Y06M WYKA V45,Neils Rubinsztein,288681,inactive,11/21/2018,3/1/2024
678,Savings Account,Clubs and Associations,6,6030,GB86 ADKS 4731 7731 2736 40,Rockie Dearsley,532779,inactive,1/22/2019,8/17/2022
673,Checking Account,Partnership Firms,6,6066,RO80 RGTB JDPV 17JJ Q9LH CAZR,Susana Mewes,988120,active,12/13/2019,8/31/2022
74,CID,Trusts,9,6089,AL77 3810 6848 GVEY KC3E O6EF LXJR,Noami Kesby,,active,4/14/2019,9/6/2027
835,Savings Account,Clubs and Associations,4,6011,TN04 8401 8349 8864 5884 2818,Emmott Maryan,569349,inactive,8/10/2018,2/4/2024
423,Checking Account,Partnership Firms,8,6063,CH08 4834 1USU CMRH 4VHF M,Milly Ivic,828586,active,2/28/2020,8/2/2024
991,Savings Account,Companies,6,6033,CR74 4255 7545 8210 9120 2,Theo Egan,967340,inactive,5/14/2020,4/2/2024
494,CID,Trusts,9,6050,KW13 RISY QIGI ATUR MMLN WWC8 6GKW SO,Kyla Jackman,353544,inactive,9/13/2018,8/16/2023
803,Checking Account,Limited Liability,5,6032,IE63 OUDX 2399 6568 3958 22,Addy Ostrich,987953,inactive,4/22/2016,5/26/2024
160,Checking Account,Individuals Joint,4,6077,SM98 E735 2773 810R UAG4 WHUG 17S,Bern Dobrowolski,285280,active,5/28/2019,1/21/2026
624,Savings Account,Individuals Joint,5,6088,FR65 0124 2096 18NR Y7F0 XLVN F08,Caro Thrustle,199642,active,2/11/2019,7/26/2025
403,Checking Account,Limited Liability,5,6081,ES68 2460 1080 7472 8015 7601,Conn Ashtonhurst,418686,active,5/30/2019,9/15/2022
187,Checking Account,Partnership Firms,8,6079,GL02 2650 2356 4054 55,Elmo Yardley,118613,active,12/8/2016,5/30/2027
346,CID,Companies,5,6045,LV81 ENEU DMAO B3GD H3XR 9,Benito Feldbaum,728782,active,6/12/2018,12/1/2027
601,Savings Account,Companies,6,6035,BR80 4107 2024 1695 6811 0766 805M K,Brannon Overthrow,340877,active,6/27/2016,3/27/2027
298,Savings Account,Individuals Joint,9,6030,BA44 3236 6088 0977 9564,Ingamar Morfett,820393,inactive,7/9/2020,10/20/2024
600,CID,Trusts,4,6009,MC86 2074 1540 13HJ 0JYE YFYT 684,Neils Gellately,621002,active,2/16/2016,9/26/2022
696,CID,Companies,5,6031,BR53 1711 1044 8957 1857 8425 510K 7,Halley Call,,inactive,3/14/2017,3/13/2023
46,Checking Account,Clubs and Associations,6,6072,EE64 0978 6237 3252 4177,Adolf Goodbar,80092,inactive,7/31/2015,1/27/2023
80,CID,Trusts,6,6066,VG26 QWST 6242 8415 6973 3803,Joannes Wroth,412128,inactive,3/24/2016,7/11/2024
705,Savings Account,Clubs and Associations,5,6059,SM22 H631 3448 716X FPPE DRNQ J4D,Archibold Trembey,,inactive,11/29/2019,5/7/2026
748,Savings Account,Companies,6,6075,HU85 8946 1888 9771 9916 9001 1444,Marlane Crisford,940481,active,9/13/2019,8/3/2025
515,Checking Account,Companies,6,6060,GR31 7341 161P IIGF LBHM WJNL NZ1,Katie Zannutti,66584,inactive,7/30/2020,6/18/2024
404,Checking Account,Companies,8,6009,SM34 Q007 1821 028Q SQZ9 JCM3 LHG,Viviene Witherington,972463,inactive,3/22/2019,3/30/2024
920,Checking Account,Limited Liability,4,6074,DO21 WGTD 3786 8596 6570 8586 1027,Barton Oughton,531078,active,5/26/2015,3/23/2025
641,Savings Account,Clubs and Associations,5,6008,FR05 4350 0965 92IH JXXI K54K 187,Ray Del Checolo,36412,active,1/25/2018,10/27/2026
774,Checking Account,Partnership Firms,6,6091,GI51 CSZZ WVGC OOCF XFGD IYQ,Therese Bouzek,934706,active,6/23/2018,4/26/2024
50,Savings Account,Trusts,4,6078,AZ64 KMRM 7Z27 4FNR ZQIO B32T J84R,Nedda Sandbatch,381748,inactive,8/7/2016,3/14/2023
519,Checking Account,Partnership Firms,6,6050,GE88 DZ42 0776 9717 9485 01,Dotti Chalder,317552,inactive,2/28/2019,1/17/2023
311,CID,Partnership Firms,8,6075,IT38 I174 9752 547K THW8 VVFQ EHE,Ky Pimme,118275,inactive,3/7/2019,11/7/2025
515,Savings Account,Trusts,8,6092,HU69 9116 0290 2324 0418 8378 4957,Berkie Revie,84529,inactive,2/13/2015,8/4/2026
709,Savings Account,Trusts,5,6038,PK55 UHJO FSHF XNI5 37KS QX30,Windham McFadzean,632168,active,3/7/2017,7/31/2027
115,Checking Account,Limited Liability,4,6002,LV36 DGKF OLXG 3EDU OYQC T,Olivier Remmers,788387,active,8/11/2019,11/5/2024
733,Checking Account,Partnership Firms,6,6045,EE37 7742 4483 7927 9738,Corette Goor,279961,active,11/16/2020,4/4/2027
153,Checking Account,Individuals Joint,5,6099,BE07 6675 4980 0552,Tymon Valentino,539683,active,3/1/2015,4/23/2023
628,Savings Account,Individuals Joint,5,6034,FR44 2266 4419 99PF 9WJZ GBPR P27,Amerigo Plumbley,982354,active,9/13/2020,7/19/2027
651,Checking Account,Individuals Joint,9,6084,FR42 5617 0808 24HV JP5Q GVXD H86,Constanta Glasard,239196,inactive,9/8/2015,3/2/2023
863,CID,Individuals Joint,5,6017,DK63 3355 0097 8845 29,Courtenay Phaup,992510,inactive,1/4/2016,11/10/2024
157,CID,Individuals Joint,9,6061,IL79 3242 5927 2791 8353 104,Bobbie Mourant,265805,inactive,1/11/2015,4/6/2023
309,Savings Account,Limited Liability,9,6010,RO27 WXSS 7YVZ 82FU KWLU 9JAU,Lynnell Ogilvie,608020,inactive,1/15/2019,3/17/2025
739,CID,Partnership Firms,4,6057,GR57 2227 239P UEID LPOZ HHAL 6ZL,Bale Sicha,343717,active,11/14/2015,5/5/2022
267,CID,Partnership Firms,6,6085,GE10 FF39 0666 1455 3090 15,Emmalyn Dall,977447,active,1/21/2016,12/7/2025
807,Savings Account,Limited Liability,4,6097,AZ09 GDHT XDHQ 4TQP MCNZ 1NME 4SOD,Svend Fradgley,245466,inactive,9/19/2017,8/12/2027
227,Checking Account,Limited Liability,8,6006,NL83 JAKE 9848 1705 74,Fancy Cordova,967589,active,1/29/2019,11/1/2022
998,Checking Account,Companies,8,6065,BH21 RZQI Y423 BIHS EMIE RE,Bianca Fried,959730,inactive,10/21/2016,9/30/2022
614,Savings Account,Trusts,5,6091,EE19 8898 0651 7585 9749,Carmelle Peniello,347064,active,1/4/2020,10/21/2027
969,CID,Companies,9,6052,FR20 5864 6647 14UY UIAM CKTC S72,Peggi Southcomb,174432,active,2/6/2018,10/23/2027
611,CID,Trusts,8,6085,MK92 841U XG3J 15XX V42,Dominick Quadri,48527,inactive,3/31/2020,2/14/2026
241,CID,Companies,8,6090,FR19 9996 7522 48DQ XXTK J49D F43,Kenyon Lassetter,619403,inactive,4/27/2018,9/21/2023
554,Checking Account,Companies,8,6089,LI71 8875 0Z9Q EQZW UOQX O,Kermie Apps,803513,inactive,1/26/2017,8/24/2024
78,CID,Trusts,5,6093,AT79 0773 6979 1823 7300,Bari Belly,55860,inactive,4/9/2019,11/1/2025
592,CID,Trusts,5,6070,FO91 8077 5521 4362 07,Tyrus Hearsum,395744,inactive,8/27/2020,6/9/2026
944,Savings Account,Companies,6,6014,NO17 3411 7412 907,Cristy Glowacz,871867,active,1/15/2018,6/28/2022
483,Checking Account,Companies,5,6057,FR32 0723 3949 36SO 7I4O UTK9 N94,Jolee Standley,488466,inactive,7/26/2019,4/22/2023
98,Savings Account,Partnership Firms,8,6034,SK27 2331 8014 6162 1767 5907,Paulie Calderonello,853700,inactive,1/29/2020,3/25/2025
949,CID,Clubs and Associations,6,6029,FR30 6711 3596 71S5 ZFZX DHDL W20,Archie Bayston,221962,active,4/25/2016,8/16/2025
574,Checking Account,Trusts,6,6084,MR81 8979 2766 4086 1426 1069 294,Madelyn Faulds,517584,active,5/23/2020,11/24/2027
357,CID,Partnership Firms,8,6078,AL57 2225 1935 9IIQ ULNE RHEY N7YV,Mayne Bauer,65905,inactive,8/10/2019,10/15/2025
982,Savings Account,Trusts,8,6043,MD29 K3T1 UYZP 9O8V IWTG QFRJ,Elise Claydon,115321,active,11/5/2018,10/9/2023
716,Savings Account,Partnership Firms,4,6017,MK48 887D QUUC 38NX W21,Damaris Heathcott,181532,inactive,5/3/2015,8/2/2025
646,Savings Account,Clubs and Associations,8,6018,BH60 JQBY RXUQ MFGG MPAJ PQ,Vanda Walkden,10862,active,9/2/2019,5/8/2026
966,Savings Account,Individuals Joint,8,6006,ME14 7193 8815 2039 8249 23,Yuri Towey,579700,inactive,9/5/2016,5/29/2023
812,Savings Account,Companies,9,6013,MR74 0990 6421 4374 5809 7043 802,Fraser Boyer,378117,active,2/4/2019,10/7/2027
989,Savings Account,Clubs and Associations,9,6042,FO89 9798 9970 5134 79,Tallie Anetts,123875,inactive,6/13/2020,4/3/2022
751,Savings Account,Partnership Firms,4,6087,ES88 0209 7526 8968 7863 4328,Lenci Di Domenico,470989,inactive,7/19/2018,5/2/2022
443,CID,Companies,5,6058,ES41 3689 6202 5246 0058 7054,Sybil Zanetti,468163,inactive,3/11/2019,1/8/2025
892,Checking Account,Clubs and Associations,9,6071,LU92 201G FYYL 5YID J7LG,Hunter Hansom,76375,active,5/13/2015,12/18/2021
480,CID,Limited Liability,9,6085,FR51 0238 7270 9974 J5Y3 MJI3 K29,Sidnee Smales,891522,inactive,1/28/2018,10/14/2026
570,Checking Account,Companies,4,6090,RS48 9592 8617 8900 3518 55,Verena Janek,545934,active,2/23/2018,9/23/2024
117,Checking Account,Companies,5,6088,GB13 JLHI 2661 9048 5176 82,Allen Brandham,158986,active,1/29/2018,5/5/2023
115,Checking Account,Individuals Joint,8,6013,FR81 3571 5076 76HB TZIJ GBQU J69,Victor Orpyne,569739,active,11/5/2019,4/24/2025
901,Savings Account,Individuals Joint,8,6047,BE84 5296 3061 7953,Oliy Chaudret,737159,active,2/11/2019,6/2/2022
324,Checking Account,Partnership Firms,6,6067,DK90 0358 4302 4651 47,Shalne Longthorne,960966,active,6/29/2018,12/4/2022
113,CID,Clubs and Associations,9,6004,HR66 2592 6097 4422 0550 1,Lynda Christy,562171,active,11/11/2016,3/25/2025
637,CID,Companies,8,6084,PS49 VQCF 2KQZ HKAQ ZQE9 LQYM VI6E X,Marketa Lundie,351794,active,5/11/2018,4/24/2026
899,CID,Limited Liability,9,6035,GT06 WRLQ WZTF SKYC MVSQ SBJ4 IZU1,Aaron Morson,878688,inactive,3/15/2016,7/24/2025
935,CID,Partnership Firms,8,6055,CR17 9067 2825 2281 7267 7,Shelby Eggleston,276303,inactive,3/13/2019,4/16/2027
866,Savings Account,Limited Liability,4,6078,KZ63 547O YBWI EEVL KGTV,Antonino Rannald,387405,inactive,7/23/2018,2/5/2025
400,Checking Account,Trusts,4,6055,MC51 7101 6673 52IC NZPT VWPK X96,Lucy Martinets,,inactive,3/7/2020,4/4/2024
936,Savings Account,Individuals Joint,4,6087,PT96 7300 4594 1393 4257 5230 3,Cherin Flye,780753,active,6/22/2016,9/6/2024
176,CID,Individuals Joint,9,6093,FR89 3211 6053 67CD DS28 F654 L91,Bird Walesa,947562,active,7/5/2017,11/3/2023
37,CID,Clubs and Associations,8,6011,FR03 4732 2284 63F0 GVRK V1IV U78,Waite Benedite,462186,inactive,4/29/2020,2/3/2027
789,Savings Account,Limited Liability,4,6016,FR39 1871 3362 670D KQF5 X7XN 440,Artemas Cleife,208581,inactive,5/15/2015,2/9/2025
642,CID,Individuals Joint,6,6047,MC02 4354 9170 71XQ CCWQ CDMU B69,Kim Halloway,64803,inactive,10/1/2016,12/31/2022
415,Checking Account,Partnership Firms,9,6023,DE56 4685 0596 9079 6397 37,Liane Glyssanne,935225,inactive,1/26/2020,11/9/2023
515,CID,Companies,6,6074,HR55 4393 8475 7204 9617 4,Frederick Portlock,,active,2/18/2020,9/25/2025
707,Checking Account,Clubs and Associations,5,6038,BA03 0941 8371 6223 7957,Saudra Feirn,42128,inactive,8/14/2019,9/2/2023
709,Checking Account,Companies,6,6097,RO69 EFZY ZPH5 RJDL OQPJ 2RKQ,Danya Houseley,,active,11/8/2019,10/10/2022
743,CID,Limited Liability,4,6002,ES87 9745 3152 4699 4617 7496,Lurline Iddons,724571,inactive,6/12/2015,4/4/2023
281,Checking Account,Companies,8,6003,VG03 IMDM 1330 8133 3824 5521,Nehemiah Shanklin,287120,active,12/5/2015,1/24/2026
906,Savings Account,Companies,4,6078,AD30 4308 5929 XZJI FJIB IZII,Hanni Lerigo,339163,active,3/15/2015,12/8/2025
508,Checking Account,Individuals Joint,5,6083,FR52 4543 9126 17IN 1K7T HXUE Q52,Michele Dericut,235465,inactive,4/25/2018,11/4/2024
600,Checking Account,Partnership Firms,4,6097,FR66 5257 3163 52EO VX2A SE60 118,Merrill Aujouanet,969941,active,10/16/2016,3/2/2025
472,Checking Account,Clubs and Associations,5,6054,AT90 9344 0614 1349 4099,Sherie McBrier,719271,inactive,10/19/2015,4/11/2023
699,Checking Account,Partnership Firms,4,6082,BG46 VNPE 2465 5532 BK39 PT,Sonni Durning,510249,active,6/6/2018,4/13/2025
193,Savings Account,Limited Liability,9,6064,MD15 JBQY KTFW EN79 ZW0R QRHZ,Hubert Hallin,741957,active,2/3/2017,1/20/2024
883,Checking Account,Individuals Joint,4,6001,LI14 4838 0DWR CBZK KCE7 V,Ninon Hubbart,562979,inactive,10/25/2016,6/13/2025
337,Savings Account,Limited Liability,8,6023,FR22 4614 6124 73IV ECXA FJS0 Y29,Sharlene Rowsell,575873,inactive,8/12/2018,8/25/2027
892,CID,Companies,4,6021,PT69 6081 4368 1558 5638 5970 7,Wilma Abbs,149956,inactive,1/29/2020,2/20/2024
544,Checking Account,Companies,6,6016,ES68 7311 7302 7552 1869 6009,Reggie Devote,493592,active,3/3/2015,3/20/2025
32,Checking Account,Clubs and Associations,8,6001,GL29 0242 8448 2578 88,Rosemonde Langdon,,inactive,7/6/2015,7/9/2027
291,Checking Account,Trusts,6,6027,MK59 955W DYIA J1YF C73,Lise Dizlie,63509,active,5/6/2019,10/21/2024
645,CID,Partnership Firms,8,6063,SE37 1991 2877 8386 7857 0333,Bear MacParland,74270,inactive,1/30/2016,7/17/2022
954,CID,Companies,8,6045,AD16 6508 3205 EQEO AWIP NKT6,Carlita Syalvester,973691,inactive,6/27/2016,6/19/2025
310,Checking Account,Limited Liability,6,6071,SE06 5994 7798 3163 7809 7847,Laurent Fehners,716169,active,8/3/2018,10/23/2026
562,CID,Individuals Joint,4,6033,SM84 C102 0856 170H P5NA XDPZ JPM,Faber Maundrell,,active,9/13/2016,8/5/2024
412,Checking Account,Limited Liability,9,6082,ES28 7561 3141 5047 6504 6613,Austine Kubecka,966704,active,3/13/2018,11/23/2024
638,CID,Limited Liability,9,6017,MU06 SRXW 0156 7593 9377 2258 444L HX,Franny Hessentaler,466388,inactive,2/2/2017,3/20/2025
